year,decade,century,tried,deaths,city,gadm.adm2,gadm.adm1,gadm.adm0,lon,lat,record.source
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1599,1590,1500,1,NA,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1595,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,1,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,1,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,1,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,1,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1596,1590,1500,1,0,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,1,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,1,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1598,1590,1500,1,0,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1592,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,1,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1596,1590,1500,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,1,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,1,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,1,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,1,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1592,1590,1500,1,1,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1591,1590,1500,1,0,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,1,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1597,1590,1500,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1595,1590,1500,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1599,1590,1500,1,1,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1590,1590,1500,1,0,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1608,1600,1600,1,1,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1608,1600,1600,1,1,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1603,1600,1600,1,1,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1605,1600,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1604,1600,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1605,1600,1600,1,1,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1607,1600,1600,1,1,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1607,1600,1600,1,1,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1608,1600,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1608,1600,1600,1,1,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1609,1600,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1603,1600,1600,1,NA,NA,Highland,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1603,1600,1600,1,NA,NA,Shetland Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1604,1600,1600,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1604,1600,1600,1,NA,NA,Moray,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1604,1600,1600,1,NA,NA,Moray,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1604,1600,1600,1,NA,NA,Shetland Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1604,1600,1600,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1606,1600,1600,1,NA,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1606,1600,1600,1,NA,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1609,1600,1600,1,0,NA,Scottish Borders,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1607,1600,1600,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1608,1600,1600,1,NA,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1609,1600,1600,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1609,1600,1600,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1609,1600,1600,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1603,1600,1600,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1603,1600,1600,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1603,1600,1600,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1603,1600,1600,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1603,1600,1600,1,0,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1601,1600,1600,1,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1601,1600,1600,1,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1609,1600,1600,1,0,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1609,1600,1600,1,0,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1608,1600,1600,1,0,NA,Scottish Borders,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1608,1600,1600,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1609,1600,1600,3,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1601,1600,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1601,1600,1600,1,NA,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1610,1610,1600,1,1,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1611,1610,1600,1,0,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,1,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1614,1610,1600,1,1,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1614,1610,1600,1,1,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,0,NA,Scottish Borders,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1610,1610,1600,1,NA,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,Shetland Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,NA,NA,Moray,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1614,1610,1600,1,NA,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1614,1610,1600,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1614,1610,1600,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,NA,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,1,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,NA,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,NA,NA,Shetland Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,NA,NA,Shetland Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,1,NA,Shetland Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,1,NA,Shetland Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,NA,NA,Shetland Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,NA,NA,Scottish Borders,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,NA,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1617,1610,1600,1,NA,NA,Edinburgh,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1618,1610,1600,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1619,1610,1600,1,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,0,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,NA,NA,Orkney Islands,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1619,1610,1600,1,NA,NA,Fife,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1611,1610,1600,1,NA,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1611,1610,1600,1,0,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1611,1610,1600,1,0,NA,NA,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1611,1610,1600,1,0,NA,Moray,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1611,1610,1600,1,0,NA,Moray,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1617,1610,1600,1,0,NA,Stirling,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1612,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,East Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,Scottish Borders,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,Scottish Borders,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,Scottish Borders,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,Aberdeenshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1613,1610,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,0,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,1,NA,Perthshire and Kinross,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,0,NA,West Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1615,1610,1600,1,0,NA,West Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,South Lanarkshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1616,1610,1600,1,0,NA,South Lanarkshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1617,1610,1600,1,0,NA,West Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1617,1610,1600,1,0,NA,West Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1617,1610,1600,1,0,NA,West Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1617,1610,1600,1,0,NA,West Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1618,1610,1600,1,1,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1618,1610,1600,1,0,NA,Angus,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1618,1610,1600,1,0,NA,West Lothian,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
1618,1610,1600,1,0,NA,South Ayrshire,Scotland,United Kingdom,NA,NA,Goodare et al. (2003)
